BHK,Type,Location,Price,Sqft,Status,Deposit,Availability,Bathrooms,Facing
3,Apartment,Gachibowli,"59,000",1800,Furnished,No Deposit,NA,3,NorthEast facing
3,Apartment,Gachibowli,"22,000",2350,Furnished,No Deposit,NA,3,NA
2,Apartment,Gachibowli,"54,000",1492,Semi-Furnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"44,000",1034,Furnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"65,000",1989,Furnished,No Deposit,NA,1,NA
2,Apartment,Gachibowli,"32,000",1283,Unfurnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"45,000",1283,Semi-Furnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"70,000",1742,Semi-Furnished,No Deposit,NA,3,NorthEast facing
3,Apartment,Gachibowli,"55,000",1745,Semi-Furnished,No Deposit,NA,3,NorthEast facing
2,Apartment,Gachibowli,"65,000",1492,Furnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"40,000",1283,Semi-Furnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"32,000",1283,Unfurnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"45,000",1283,Semi-Furnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"70,001",1742,Semi-Furnished,No Deposit,NA,3,NorthEast facing
3,Apartment,Gachibowli,"55,000",1745,Semi-Furnished,No Deposit,NA,3,NorthEast facing
2,Apartment,Gachibowli,"52,000",892,Semi-Furnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"45,000",1100,Semi-Furnished,No Deposit,NA,2,NorthEast facing
4,Apartment,Gachibowli,"60,000",1993,Semi-Furnished,No Deposit,NA,3,NorthEast facing
3,Apartment,Gachibowli,"50,000",1470,Semi-Furnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"45,000",1410,Semi-Furnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"32,000",1283,Unfurnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"45,000",892,Semi-Furnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"70,000",1742,Semi-Furnished,No Deposit,NA,3,NorthEast facing
3,Apartment,Gachibowli,"50,000",2000,Semi-Furnished,No Deposit,NA,3,NorthEast facing
4,Apartment,Gachibowli,"60,000",1993,Semi-Furnished,No Deposit,NA,3,NorthEast facing
3,Apartment,Gachibowli,"50,000",1470,Semi-Furnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"35,000",1500,Semi-Furnished,No Deposit,NA,3,NorthEast facing
2,Apartment,Gachibowli,"32,000",1283,Unfurnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"45,000",1410,Semi-Furnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"45,000",892,Semi-Furnished,No Deposit,NA,2,East facing
3,Apartment,Gachibowli,"70,000",1742,Semi-Furnished,No Deposit,NA,3,NorthEast facing
3,Apartment,Gachibowli,"79,000",1800,Furnished,No Deposit,NA,3,NorthEast facing
4,Apartment,Gachibowli,"59,000",1993,Unfurnished,No Deposit,NA,3,NorthEast facing
2,Apartment,Gachibowli,"40,000",1283,Semi-Furnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"50,000",2000,Semi-Furnished,No Deposit,NA,3,NorthEast facing
3,Apartment,Gachibowli,"50,000",1470,Semi-Furnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"45,000",892,Semi-Furnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"70,000",1742,Semi-Furnished,No Deposit,NA,3,NorthEast facing
2,Apartment,Gachibowli,"32,000",1283,Unfurnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"45,000",1410,Semi-Furnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"69,000",1366,Semi-Furnished,No Deposit,NA,3,NorthEast facing
2,Apartment,Gachibowli,"44,000",892,Semi-Furnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"44,000",892,Furnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"46,000",892,Semi-Furnished,No Deposit,NA,2,NorthEast facing
3,Apartment,Gachibowli,"65,000",1742,Semi-Furnished,No Deposit,NA,3,NorthEast facing
3,Apartment,Gachibowli,"53,000",1742,Furnished,No Deposit,NA,3,NorthEast facing
3,Apartment,Gachibowli,"35,000",1500,Semi-Furnished,No Deposit,NA,3,NorthEast facing
4,Apartment,Gachibowli,"60,000",1993,Semi-Furnished,No Deposit,NA,3,East facing
3,Apartment,Gachibowli,"49,000",1500,Semi-Furnished,No Deposit,NA,2,West facing
3,Apartment,Gachibowli,"60,000",2200,Semi-Furnished,No Deposit,NA,3,NorthEast facing
3,Apartment,Gachibowli,"42,000",1300,Furnished,No Deposit,NA,2,West facing
3,Apartment,Gachibowli,"45,001",1100,Semi-Furnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"70,000",1492,Furnished,No Deposit,NA,2,NorthEast facing
2,Apartment,Gachibowli,"36,000",1200,Furnished,No Deposit,NA,2,NA
2,Apartment,Gachibowli,"30,000",1230,Semi-Furnished,No Deposit,NA,2,NA
3,Apartment,Gachibowli,"40,500",1800,Furnished,No Deposit,NA,3,NA
2,Apartment,Gachibowli,"37,000",1800,Furnished,No Deposit,NA,2,NA
2,Apartment,Gachibowli,"30,000",1600,Unfurnished,No Deposit,NA,2,NA
3,Apartment,Gachibowli,"44,000",1800,Furnished,No Deposit,NA,3,NA
3,Apartment,Gachibowli,"44,000",1800,Furnished,No Deposit,NA,3,NA
2,Apartment,Gachibowli,"27,800",1200,Semi-Furnished,No Deposit,NA,2,NA
2,Apartment,Gachibowli,"50,000",1410,Semi-Furnished,1 L,availability immediately,2,NA
4,Apartment,Gachibowli,"95,000",2708,Furnished,3 L,availability immediately,4,NA
2,Apartment,Gachibowli,"45,000",1115,Furnished,"90,000",availability immediately,2,NA
3,Apartment,Gachibowli,"60,000",1742,Semi-Furnished,1.2 L,availability immediately,3,NA
3,Apartment,Gachibowli,"65,000",2160,Semi-Furnished,1.3 L,availability immediately,3,NA
3,Apartment,Gachibowli,"90,000",2780,Semi-Furnished,2.7 L,availability immediately,3,NA
2,Apartment,Gachibowli,"50,000",1410,Semi-Furnished,1 L,availability immediately,2,NA
3,Apartment,Gachibowli,"70,000",1742,Furnished,2 L,availability immediately,3,NA
2,Apartment,Gachibowli,"45,000",1283,Semi-Furnished,"90,000",availability immediately,2,NA
2,Apartment,Gachibowli,"45,000",1283,Semi-Furnished,"90,000",availability immediately,2,NA
2,Independent Floor,Gachibowli,"26,000",1140,Furnished,"52,000",availability immediately,2,NA
2,Independent Floor,Gachibowli,"26,000",1054,Furnished,"52,000",availability immediately,2,NA
4,Villa,Gachibowli,2.5,5000,Furnished,No Deposit,NA,4,NA
5,Villa,Gachibowli,1.5,5000,Semi-Furnished,No Deposit,NA,6,NA
4,Apartment,Gachibowli,1.4,4000,Semi-Furnished,No Deposit,NA,5,East facing
4,Villa,Gachibowli,3,7000,Semi-Furnished,No Deposit,NA,5,NA
3,Apartment,Gachibowli,"65,000",2000,Semi-Furnished,No Deposit,NA,3,NA
4,Independent Floor,Gachibowli,1.4,4012,Semi-Furnished,No Deposit,NA,6,NA
4,Villa,Gachibowli,1.5,4500,Semi-Furnished,No Deposit,NA,6,East facing
4,Villa,Gachibowli,1.75,4800,Semi-Furnished,No Deposit,NA,6,NA
4,Villa,Gachibowli,1.65,4800,Semi-Furnished,No Deposit,NA,6,NA
2,Apartment,Gachibowli,"40,000",1283,Semi-Furnished,"80,000",availability immediately,2,NA
3,Apartment,Gachibowli,"55,000",2160,Semi-Furnished,1.1 L,availability immediately,3,NA
2,Independent Floor,Gachibowli,"30,000",1100,Furnished,"60,000",availability immediately,2,NA
2,Apartment,Gachibowli,"36,000",1275,Semi-Furnished,"72,000",availability immediately,2,NA
3,Apartment,Gachibowli,"52,000",2160,Semi-Furnished,1.04 L,availability immediately,3,NA
3,Apartment,Gachibowli,"65,000",2160,Semi-Furnished,1.3 L,availability immediately,3,NA
2,Independent Floor,Gachibowli,"30,000",1100,Furnished,"60,000",availability immediately,2,NA
2,Apartment,Gachibowli,"37,000",1275,Semi-Furnished,"74,000",availability immediately,2,NA
3,Apartment,Gachibowli,"50,000",2160,Semi-Furnished,1 L,availability immediately,3,NA
3,Apartment,Gachibowli,"60,000",1740,Furnished,1.8 L,availability immediately,3,NA
4,Apartment,Gachibowli,"85,000",2713,Semi-Furnished,2.55 L,availability immediately,4,NA
3,Apartment,Gachibowli,"46,000",1742,Semi-Furnished,"92,000",NA,3,9th of 35floor
3,Apartment,Gachibowli,"85,000",2780,Semi-Furnished,1.7 L,availability immediately,3,NA
3,Apartment,Gachibowli,"80,000",2780,Semi-Furnished,2.4 L,availability immediately,3,NA
3,Apartment,Gachibowli,"55,000",1835,Semi-Furnished,1.1 L,availability immediately,3,NA
3,Apartment,Gachibowli,"23,000",2350,Semi-Furnished,No Deposit,NA,3,NA
1,Apartment,Gachibowli,"20,000",550,Furnished,No Deposit,NA,1,NA
2,Independent House,Gachibowli,"32,000",1400,Furnished,No Deposit,NA,2,NA
1,Apartment,Gachibowli,"11,500",500,Semi-Furnished,No Deposit,NA,1,East facing
1,Apartment,Gachibowli,"10,000",500,Semi-Furnished,No Deposit,NA,1,NA
1,Independent Floor,Gachibowli,"15,000",504,Semi-Furnished,"15,000",availability immediately,1,NA
1,Independent Floor,Gachibowli,"17,000",502,Furnished,"17,000",availability immediately,1,NA
2,Independent Floor,Gachibowli,"30,000",1024,Furnished,"60,000",availability immediately,2,NA
1,Apartment,Gachibowli,"10,000",506,Semi-Furnished,"10,000",availability immediately,1,NA
2,Apartment,Gachibowli,"15,000",1000,Semi-Furnished,"15,000",availability immediately,2,NA
